USER,DATE,STAR,LIKE,TITLE,REVIEW
C-Perm,2021-07-29 18:58:01-07:00,2,0,I feel saddened and disappointed,"I have been a Netflix subscriber for years and years. There have been MANY price increases throughout the way, despite the recent lack in content beyond belief. Almost on the level of cable TV Robbery. I still paid it despite the complaints  because I have two toddlers. They watch Netflix across multiple devices throughout the house (iPads, TV, etc.). Whatever keeps them quite while we are trying to cook. When the device keeps “erroring” out because of “too many streams” of the same children shows and Netflix tells me I need to disconnect the running devices and log-in and do this and do that while I’m cooking. Are you kidding me. They had the courage to send me a “streaming and internet 101” video like I am a moron who doesn’t know how to turn on a computer.  I’m sick and tired of paying out the wazooky for every single streaming service provider. But that being said. The cost is minimal for every other service who actually provides content and lets my kids watch content without disruptions. Sad to see Netflix go down like this for my simple family, but I did thoroughly enjoy the ride."
🅱️R🅾️🅾️K,2021-07-29 17:08:06-07:00,2,0,Broke picture in picture,You guys broke it sometimes it pauses when you exit the apo before it didnt u guys broke it fix it
cekenffj,2021-07-29 16:29:48-07:00,1,0,Download,It won’t let me download it.
JustBrooklee,2021-07-29 16:13:26-07:00,1,0,Unable to download,"I’ve had Netflix downloaded before but deleted to save storage. Now when I go to redownload, it doesn’t work. I can download literally any other app though."
liliyaboyarchuk,2021-07-29 15:27:14-07:00,1,0,Very horrible what’s it’s turned jnto,Promoting a lot of satanic stuff. Sexual zing a lot of things even kids. Promoting a lot of witchcraft and that’s it’s innocent! A lot of propanda and has its own leftist agenda in everythjng
lazy getting 2.0,2021-07-29 13:49:16-07:00,2,0,Suggestion,You should really put Bizaardvark on Netflix
The great Andrew B,2021-07-29 13:46:58-07:00,1,0,New update + update,"The newest update is terrible. It loads titles exceptionally slow and it's incredibly cluttered with menus. If you have a subscription you might as well download it but this is in no way a good app design.

Update. They removed jeopardy"
brewkob,2021-07-29 12:27:07-07:00,2,0,"Content is good, but…","…quite lacking in features. It’s 2021, and Netflix still hasn’t added Apple TV app iOS integration. Netflix is being obtuse on the subject at this point. If it weren’t free through my phone carrier I’d cancel."
rddacvxs,2021-07-29 12:25:29-07:00,5,0,Look at this,I like the app but I cannot do anything at my grandmas house so yea
mahree weeden,2021-07-29 11:58:07-07:00,5,0,It is very fun to watch and really funny too🤣🤣so i give this a 5 star rating.,Really good
daelijon,2021-07-29 09:26:39-07:00,1,0,Remove Voice Overs,They need to stop making movies based off other countries languages. I’m getting tired of hearing obvious commentary or voice over on actors and actresses. You release new movies that are yours but more than half of them are voice over movies. Who wants to watch that??
Lala Sutu,2021-07-29 09:15:41-07:00,4,0,⚠️,Ok so I love Netflix! I just wish I didn’t have to download my shows and I wish you didn’t have to pay extra just so more than two people can watch on different devices!
Da'Anthony,2021-07-29 08:49:07-07:00,1,0,No Casting,The Casting from you phone to the TV does not work… at all. Endlessly tells me it’s “connecting”. Every other app I use to cast to my TV works perfectly fine.
stranger112:),2021-07-29 08:39:30-07:00,5,1,Fear street,Netflix. Please I beg you. MAKE ANOTHER FEAR STREET PLEASE I BEG YOU PLEASE OT IS MY LIFE LINE I BEG YOU.
mnmcookiess,2021-07-29 05:39:09-07:00,2,0,Issues,The shows and movies I’m currently watching don’t show up and I can’t search for them. It’s very irritating not being able to watch it when I want because it says it’s not there when it is.
kaylAhCa,2021-07-28 22:23:26-07:00,1,0,I SWEAR IF YOU TAKE FRIENDS WITH BENEFITS OFF,I will simply delete this app
domtorretto357975,2021-07-28 21:36:43-07:00,2,0,Y’all are wrong for this,not y’all taking off good shows for a tik tok version of the real housewives😐
not afraid to complain!,2021-07-28 20:40:43-07:00,1,0,Lucifer,"This show was worth watching, very interesting and captivating.  It was rated as one of the top shows and nominated for a yearly nominated award, yet it was cancelled.  Houston, something is wrong with that picture!!   The pandemic caused a lot of program rating problems, therefore, why wasn’t the show given a chance to comeback as a lot of the boring shows were granted.    Come on Netflix, give a comeback opportunity to a well desired show."
?????qwe,2021-07-28 20:30:47-07:00,5,0,Netflix is best!,"I love Netflix, I watch it every day but there is a problem, there is a limited number of people watching. Sometimes only me watching and it said there are 4 people like someone hacked our account! I wish that Netflix will solve this problem and add my hero academia again"
blak maentality,2021-07-28 17:37:29-07:00,5,0,Netflix,I just had Netflix on my iPhone then it just deleted off my homepage
The list city,2021-07-28 17:13:16-07:00,4,0,PUT A NEW EPISODE,"Ok I love Netflix but… they take the best shows and movies away like skins uk,gossip girl, Anne with an e ,the society,grand army but Netflix puts a hype house show like what 😡😡😡😡😡😡😡"
sssooooffffffiiiiii,2021-07-28 16:19:53-07:00,5,0,Netflix is great,"I love it 
It’s easy to use"
stiffp,2021-07-28 15:09:34-07:00,5,0,Oooooooooooooo,It’s Netflix!
GreenJewel123,2021-07-28 13:53:33-07:00,1,0,Black screen,I can’t screenshot any scenes that I pause from shows without the image showing up completely black. I typically watch anime and I like to screenshot scenes for phone backgrounds and stuff but now I can’t do that anymore. Instead I gotta go some other website and do it from there.
soooooonicccc,2021-07-28 13:38:44-07:00,5,0,I love this app but add this,So I love Godzilla but the one I really want is shin Godzilla please add this I’m tired of want to watch but but cant
what ahahah,2021-07-28 11:52:17-07:00,3,0,I love Netflix but,They should add coralline and a bunch of other movies and shows that they removed because the stuff that they removed was really popular and a bunch of people liked it
amourxzasha,2021-07-28 10:32:26-07:00,1,0,Canceling all the good shows,I hope you guys go bankrupt.
ducey mc ducey du,2021-07-28 07:43:15-07:00,5,0,😇,I love Netflix if no one had made this app I wouldn’t be able to watch my favorite anime demon slayer I really love it so keep demon slayer on Netflix please
J.o.c.i. M,2021-07-28 06:48:04-07:00,3,0,bad movies,"so i think you should add more movies and tv shows on kids because i’ve seen all of the good movies and tv shows or else i would be watching a baby show, and i’m 10 and i can’t really watch anything so these are some movies i would like you to add: croods 2, all 3 of the high school musicals, all seasons of henry danger, the new season of lost in space, and all of the american girl doll movies; i highly recommend that, please, or else i won’t have anything to watch, so i’ll give you a rating of 3 stars! thank you!"
chicken nugget :p,2021-07-27 22:57:04-07:00,5,0,Fearstreet profile pictures,"DEAR NETFLIX, ADD. FEAR. STREET. PROFILE. PICTURES."
@jac0b_vazquez05,2021-07-27 22:42:22-07:00,3,0,Young Royals,If y’all don’t make a season 2 for Young Royals i will cancel my subscription i do not care IT NEEDS A SEASON 2 OR I WILL CRY🥲
Cglickauf,2021-07-27 20:21:33-07:00,3,0,Losing all the good shows,"Netflix removed so many good shows. Dr. Who, Sherlock Holmes, L word, ect. It’s frustrating because all that’s left is their crap “Netflix originals”. Not all of them are horrible, but most seem like they’re filler since Netflix lost all its deals. I’m disappointed with the quality of their newer shows, and that the enjoyable shows have (almost) all been removed. 
Most of my friends tell me that they don’t even use Netflix anymore because it’s all going downhill, and I’m starting to really agree... It’s not worth the money anymore if Netflix doesn’t step up soon.

If the quality goes down, so should the prices.
Do better Netflix."
moeothman,2021-07-27 20:14:17-07:00,1,0,Why do I have to suddenly upgrade my acct,I use to love this app I could have the kids watching Netflix on the tv in the living room and watch Netflix in my bedroom and now I can’t says in order to have 2 screens now I have have to upgrade for 13.99 ridiculous I can watch Disney plus stars hbo max and all other streaming apps using two TVs so but all the sudden I can’t on my Netflix what’s the point you just lost a person who used this app for years I will find another service to stream might as well just get Amazon prime
❤️rose,2021-07-27 19:54:13-07:00,3,0,I  love sky landers best game and series,Watch sky landers now it isamazing! It is so entertaining and zi have no problems excellent t no season four. If you add another season it’ll have more viewers.
Que_mirasweyxd,2021-07-27 19:29:56-07:00,5,0,More series and movies,CAN YOU PLEASE PUT EUPHORIA FROM HBO and SPACE JAM PLEASE?!WE NEED TO SEE MIRÉ SERIES
0o8_6,2021-07-27 16:48:56-07:00,5,0,A small note,I didn’t use Netflix ever but like does few months when I started watching it was amazing and can you make season 3 this year post it the show never have I ever
Bigthunder_14,2021-07-27 16:46:13-07:00,1,1,More seasons,I dont like how you guys dont have all the seasons or episodes of anime and i need all the episodes and seasons of attack on titan and when i try to watch it all i cant because you guys dont have all the seasons
dunkindonutssir,2021-07-27 16:08:00-07:00,5,0,best app ever,"netflix is the best app to ever exist. i stay up until like 5am watching kdramas and shows that i love , love, LOVE! ♡  here are some netflix recommendations: never have i ever (show) 
                                  on my block (show) 
                                  a love so beautiful (show) 
                                  love at first sight (show) 
                                  maid sama (show) 
my life would be poop without netflix! thanks for making such an entertaining, fun, app which i will never, EVER get tired of :) netflix is like a hobby for me .. its all i watch all day!!"
danielleeeeks,2021-07-27 13:22:17-07:00,1,0,Cancellation of beloved series,"Please consider moving forward with future negations on Anne with an E, Netflix’s user base has dropped significantly since the cancellation of it as well as with other loved series. Very disappointing"
Bvh01,2021-07-27 09:08:19-07:00,1,0,WTH,"Netflix has sold my personal email address to sex spammers. I currently receive a dozen email daily from sex solicitors. I am in the process of having to shut my email address down and change the address due to this. My entire Microsoft portfolio has been compromised. While I cannot prove this, this only happened when I changed email address for Netflix and like a fool used my personal email address. It never happened until then. You can deny all you want. If I cannot change this mistake, I will ditch Microsoft altogether. Thanks a lot Netflix. I will never use an important email address again even if it means no Netflix. Shame on you."
Spencer.geee,2021-07-27 06:52:55-07:00,4,0,Amazing but,"The app itself is amazing because of the notable shows and movies. It’s overall a great viewer choice but reason of rating it 4 out of 5 is that it doesn’t allow users to know the size of the movie or series you are about to download so as to check if enough storage or data plan is sufficient. You would have to finish downloading it before you get to know the size of it. I feel like if you fix this, the app is going to be a great app and a great viewer choice"
stanradioheadpleasejdndidn,2021-07-27 02:22:32-07:00,5,0,nice,nice but istg if I don’t get a sarah feir in the next week I will make you wish you never made fear street :) /hj
unicorn girl56,2021-07-26 23:31:27-07:00,5,0,Love this app,This app is amazing I am literally on it all the time. It has great show and movies to watch my whole family and I are on Netflix all the time it the best!!!
Ashlyn the puppy lover,2021-07-26 23:14:24-07:00,5,0,FEAR STREET PROFILE PICTURES,I love Netflix but I really need those fear street profile pictures so my profile can be the best. Please Netflix add fear street profile pictures bae it will complete my life. Thank you from your true fan that really wants fear street profile pictures ❤️
pplcreativewiththenicknames,2021-07-26 21:32:57-07:00,5,0,Fear street,Where r the fear street icons🤨
miyah the goodgirls fan,2021-07-26 21:12:55-07:00,1,0,Good girls ANOTHER SEASON,IF METFLIX DONT LET GOODGIRLS GRT ANOTHER SEASON IM GONE TO REPORT YALL MORE
Daniel0619,2021-07-26 20:06:59-07:00,1,0,Put power rangers Dino charge back on,PUT POWER RANGER DINO CHARGE BACK ON 👹
barbie mum,2021-07-26 19:48:35-07:00,3,0,WHY IS THE SOCIETY DISCONTINUED,bro the reason Netflix is loosing subs is bc they keep discontinued the good shows
tHiS Is MY VerY LonG NIckNAME,2021-07-26 18:53:30-07:00,2,0,Stuff,It says Raising Dion is coming out and it been saying that for like 2 years Netflix come on
XzsportCOD,2021-07-26 18:48:55-07:00,5,0,Layout is amazing,"This is by far one of the best apps to watch movies and shows on. With popping Netflix originals and old movies and shows this platform has become top notch. The layout of the app Netflix is absolutely amazing, I haven’t had any bug problems with this app and I’ve had it for over 2 years now. Overall watching your favorite movies and shows with Netflix is the way to go! “It’s worth the money”"
bobby_destroyer,2021-07-26 17:23:22-07:00,4,0,:),"the shows you have are amazing but first of all there are barely any good Netflix icons. so could you please add better show icons like fear street ones. second of all you get rid of so many good shows and movies, for example pretty little liars, the barbie movies, the monster high movies, gossip girl, your taking off American assassin, the list goes on. so how about we stop doing that"
sam frasers wife,2021-07-26 17:15:36-07:00,4,0,More icons,"i love this app, but the problem is, is that we need more icons, like for example fesr street, people need fear street icons."
psycho mantis❤️,2021-07-26 16:26:27-07:00,5,0,Plz more,Netflix can u plzzz add more seasons in Pokémon indigo league
jeiguehrbehf,2021-07-26 15:21:22-07:00,1,0,Doesn’t work on iPhone,You can type your login and press submit and then you get returned to the login screen. Used to work fine AND save my login. Now it’s garbage and a waste of money.
EllieD1717,2021-07-26 15:21:01-07:00,1,0,The Price 🤬,"I have about 5 or 6 other services for streaming and all of them combined at their top plans per month are STILL cheaper than a Netflix subscription. For the quality of shoes you put out, you’re out right overcharging for your services. I know it doesn’t matter in the long run, but it’s another customer lost until you lower your prices. Your shows are not worth your price tag"
Jazzy.2011,2021-07-26 15:01:40-07:00,5,0,How I love Netflix,I love Netflix Bc it’s like amazing you can get it on tv phone ipad anything plus it has lots of cool shows
cfghjufffryttugtu,2021-07-26 14:50:33-07:00,5,0,One piece,This is no doubt the best movie App of them all but there’s one thing that I don’t like about this app one piece doesn’t have all of it shows so people that created this App can you please get the rest of the shows
hutaoslvr,2021-07-26 13:06:47-07:00,1,0,.,i used to love this app untill u removed my favorite anime from my region. bring back the anime your lie in april to all regions. or im suing.
hotdog5567,2021-07-26 11:54:44-07:00,5,0,I love it,Ok first off I love netflix the only problem I have with it or actually two problems is one y’all keep taking off shows like leave some on like y’all took off a few movies and shows that I loved and two this is what I’ve wanted………….put jojos bizarre adventure part 5 golden wind already it’s been out for 3 years already and y’all barely put part4 out like cmon Netflix and also demon slayer mugen train ok that’s all
emmiskiller,2021-07-26 11:02:33-07:00,1,0,You people are so stupid giving ur customers a very hard time jst to create an account with you,"You people are very stupid, I can’t even rate u talk less of giving u a star, you don’t deserve any star, how can someone spend over 2hrs trying to create an acct. the annoying part I typed in exactly wat u guys requested fr Nd u keep repeating same tin. Look na my money una wan dy debit in case una nr knw. Rubbish 😡😡"
iamspiderman123,2021-07-26 10:03:52-07:00,5,0,Go watch troll hunters rise of the titans,Troll hunters is so good
S_@mmy,2021-07-26 08:36:02-07:00,5,0,Amazing,"Netflix is amazing and I don’t understand why it gets hate, like people worked so hard to make this app nice for y’all and ur hating on it? Like who cares if they take shows off? Be grateful that they made this for us."
xfuzz monkeyx,2021-07-26 08:26:06-07:00,1,0,Ruined Remake after Remake,Leave it to Netflix to continue to ruin the adaptions of classic shows. Masters of the Universe has always been about He-Man and his battles with Skeletor. Netflix advertised the show by using He-Man as a ploy to get people to watch and then bait and switch him with Teela. What a sham. Pandering to the feminists movement once again has ruined a show and a character for the sake of “progress.” Leave the classics alone and come up with your own original stuff. Stop ruining things that people love.
Panda song,2021-07-26 00:44:56-07:00,1,0,Not compatible with ROKU Tv,"Dear Netflix, for the past few months I have installed the Netflix app on my ROKU TV and began watching Netflix on my TV. Unfortunately, your program doesn’t run well with ROKU’s service. The problems I am experiencing in the app include slow loading, and lagging with the pause features, rewind and fast forward features. This has made my watching experience unpleasant and I find myself watching shows on Netflix as a last resort when the shows or movies can’t be found anywhere else. I have tried many things in order to solve problem such as, disconnecting and reconnecting my WiFi, and uninstalling and reinstalling the app, none of these Methods have done anything to improve the functionality of the app. Also, this problem isn’t  limited to just me, someone else I know happens to own a ROKU TV and is experiencing the exact same problems. I don’t understand selling to a company that is not compatible with your services and nor do I have any interest in continuing to give you a monthly fee for inadequate and lagging services. I suggest you fix this before you lose about 156 dollars a year from me. I would gladly consider recommending other people to do and same, and supporting rival companies who can provide adequate service for cheaper."
hdhsbeidjwiwndcu,2021-07-25 22:23:10-07:00,5,0,never have i ever,listen. i love netflix but there is one problem. there needs to be a season 3 of never have i ever. idc what yall do just make another season please
anna12black24,2021-07-25 20:35:14-07:00,2,0,Different quality,"I’ve been a subscriber for many years we all pay the price and just deal with the quality or lack there of.  Recently I have bought an Amazon Fire Stick for and extra TV, I own all apple products. The quality, on the same internet is much clearer, on same TV with the Firestick than on Apple TV.  I don’t know much about processors and I shouldn’t have to just to watch a movie or show.  I guess that’s what we all get that don’t or can’t afford  cable or satellite tv."
d jyoti,2021-07-25 19:13:35-07:00,2,0,App experience is horrible..,It is very laggy on ipad… horrible app. Fix it and make a good Netflix app for iPads
cx1np,2021-07-25 17:53:08-07:00,5,0,Please but Henry danger season 4 and 5,Please but Henry danger season 4 and 5
hlwhw,2021-07-25 15:37:16-07:00,3,0,Gr,Put Mayans mc on here!!
NelsonHermie,2021-07-25 14:27:45-07:00,2,0,I feel so angry,You have to be more friendly
A. Nonnny,2021-07-25 13:23:46-07:00,3,1,What,Ok like Netflix you’re removing your only good shows. LIKE YOU KEEP WE CAN BE HEROES BUT GET RID OF JOHNNY ENGLISH AND WALLACE AND GROMIT WHAT ARE YOU ON TED SARANDOS. but I mean I like umbrella academy
theworsteditor 🚫,2021-07-25 11:15:35-07:00,1,0,add!s0n r@e,i loved this app until you put a movie with add!s0n r@e on the app. i will be finishing the fear street movies then never going on it again :/
allison0793,2021-07-25 10:52:21-07:00,3,0,I,I can’t believe you guys took away Spiderman into the verse that was my favorite childhood movie I’m extremely mad I’m fighting for it back 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
Penutbutterok,2021-07-24 23:50:21-07:00,2,0,Hacked,"Improve your security system please! User information was hacked. Then, improve the content too. Ways too much sexual content!!!"
why are all the nicknames takn,2021-07-24 23:42:15-07:00,3,0,Whatever,It’s good but now it keeps stopping my show all it keeps saying is “ unable to play this playback 0032 ) or ( not able to chose this profile ) like come on Netflix do better ..
swxgkai,2021-07-24 20:11:07-07:00,5,0,Hassle problem,It says that it has a hassle so I can’t sign in like what?!?! But I still love Netflix
classy_myth,2021-07-24 18:59:16-07:00,2,0,Kicks me out when I’m watching,"Netflix has this feature that if more than one screen is watching something, it kicks someone off. I’m so tired of being in the middle of an hour long comedy special or watching a tv series or in the middle of a movie, and an alert pops up on my screen saying that two people can’t be watching at the same time. Like I’m literally watching something on your platform and your kicking me off? Who do you determine gets priority of viewing? Apparently not the person currently consuming your content. I’m getting seriously irritated that I keep getting kicked out when I’m in the middle of an hour long comedy special. Seriously Netflix! Get better at prioritizing who gets “kicked off.”"
borutognkai,2021-07-24 17:33:56-07:00,5,0,Why Netflix,Add a teen section because nobody watches kids kids watch kids stuff
ItsMeWild47,2021-07-24 17:14:02-07:00,3,1,More anime,You need more and better anime my guy
savannah houck,2021-07-24 15:59:58-07:00,5,0,Movies,Netflix can u plz add boruto to Netflix
Naruto girl-742012,2021-07-24 15:23:40-07:00,4,0,I’m shocked 🙀,Ok I’m a kid 9 and I like cute shows and Animes but I saw a new sailer moon crystals so I was like YAY but when I watched it and not nice words were in it and I was on KIDS PROFILE so I’m saying watch out to what your watching but I love this!! 😹
Party Tanner,2021-07-24 13:19:14-07:00,4,0,Streaming problems!,"Ok, so before you download this please note that the streaming or system may go slow or glitch. I remember I was watching Netflix and then my shows audio was slowed and was off sync. Glitching and slowing is normal, but anyways amazing streaming system!"
djydchg,2021-07-24 13:06:47-07:00,1,0,Crap,Expensive and now apparently politically biased as well. See ya
🤍Sieanna🤍,2021-07-24 11:55:55-07:00,1,0,🙄😤,"I really hate the audio description it’s like everything I watch, it constantly puts it on. At first I thought someone had hacked on I phone and try talking to me. And you can’t even hear the people talking who would want to listen to a robot or person talking when your trying to watch the movie. 🤦‍♀️🙄🤬"
Leah Coata,2021-07-24 11:48:13-07:00,4,0,work on the good stuff 😐,I really like Netflix! The only reason I am giving it a 4 star is because whenever I play something the sound is glitchy and it crashes and it’s getting annoying. And I also don’t like how you guys make another kissing booth movie and hype house before you will release stranger things 4! Like who’s going to even watch those lol. Thanks :)
CatloverAnna,2021-07-24 11:03:49-07:00,5,0,BEST APP!,"This app has all kinds of shows and movies, I’m a HUGE Fan of Stranger Things and Netflix as all the episodes and whenever a show is coming out with a new season, If you have your nonfictions on then it sends you a notification saying “Jut so you know, Stranger things is coming out with a new season.” Like that. I do recommend, if you have a child and you don’t want them to be watching violent, Romantic, that kinda shows then but on child mode when editing the profile! Hope this helps!"
dustinplays10010,2021-07-24 06:26:04-07:00,5,0,Get it,Pls I love this app and the animes on it but BRO you need to add boruto cause im a Naruto fan and I'm almost done with Naruto so I want to be able to wat Naruto pls pls pls pls add boruto
Thomas Girls,2021-07-24 05:28:26-07:00,4,0,Could use a update,"I wish there was like a search bar for tv shows, series and movies so we can have more icons. Also this series I’m watch does not have all the episode and they are not in order, I hope you fix this."
hawaiifood,2021-07-24 00:34:42-07:00,5,0,best app,best app for hawaiian becuase if olay wach find ohana
im kinda nice,2021-07-24 00:03:45-07:00,4,0,Shame,"Listen don’t get me wrong this is a good app, but they have the audacity to keep taking all the good shows/movies off and y’all keep canceling my shows. I’m getting tired of it. It’s getting annoying."
Kelanix,2021-07-23 22:31:13-07:00,2,0,Stop breaking things that work!,"This app is generally pretty great. I love the ability to alter the brightness on my video, and what I especially love is that it will auto play the next episode after the previous one. But something you’ve done in the last couple days has completely broken the latter. After every episode, I get kicked back to the episode selection screen. 

What I also don’t like is whenever I bring up a show, it starts an timer that I have to cancel or an episode or some video auto-starts. Plus, it now takes me multiple taps to get to a particular show, where I used to be able to do it with one. This is not improvement, it’s just annoying."
louise.m009,2021-07-23 22:19:54-07:00,3,0,Takes so long to update shows,"I like Netflix but when the shows I watch come out with new seasons it takes forever for them to be added to Netflix. Most of the time new episodes are added like 6 months (sometimes longer) after the creator released them. By the time they do get added, I have already seen all the spoilers to my favourite shows because everyone else has already seen the new episodes.  And I don’t think I have missed an update because it says I have the latest version. Does anyone else have this problem?"
4the outdoors,2021-07-23 21:45:59-07:00,4,0,Netflix,It keeps losing network connection and it is not my internet. I have double checked.
Long Haul Traveller,2021-07-23 20:45:32-07:00,1,0,Auto download storage limit broken,Auto downloads seems to ignore storage limit. I set it to 1 GB and it downloaded 4 shows of about 1 GB each!
cherrycoke1978,2021-07-23 20:19:51-07:00,1,0,Get hacked,I canceled my subscription because I continued to be hacked even after changing my password.  I don’t know how but one person in California was using an iPhone.
ما راح اكتب اسمي الحقيقي,2021-07-23 19:44:10-07:00,1,0,There is an anime in the app contains a wrong information about islam,"They cant just say anything they want and put it in this anime  ,if you can’t search for islam so don’t put anything you want ,but you just can search and put the right thing"
kimmy18$$,2021-07-23 19:26:24-07:00,4,0,add screen recording to be allowed,I love Netflix but…it would be better if I were allowed to screen record for my edits because u have amazing quality
Terrificbox,2021-07-23 18:57:00-07:00,1,0,App won’t let me sign in,"When ever I try to log in, the app tells me I can’t sign up…"
Melstall,2021-07-23 17:48:56-07:00,2,0,Apple TV Support is a MUST,"I won’t keep Netflix long term if they don’t come up with a way to allow Apple TV to support them.  I know this has been a long debated topic, but with all the other streaming platforms that I can keep track of through one app, I find I don’t use Netflix. The content is an “out of sight out of mind” kind of thing.  Get with the program or I’ll get rid of you!!!"
Marissas_cool_videos2020,2021-07-23 16:40:19-07:00,3,0,WHY!?,"I was going to watch this movie I was interested in “Stand By Me.” When I went to watch it today, it was gone. Why do you get rid of everything?! Such a shame. You have a bunch of uncontinued good shows too, which is a shame, such as I Am Not Okay With This. But I don’t think I am going to pay the amount of money I pay for month, just for my favorite shows and movies being removed. Ridiculous."
Gl1tch117,2021-07-23 13:17:10-07:00,1,0,plz let us back in,"YOU BANNED US FROM YOUR TIKTOK LIVE 

WHAT DID WE DO

HOW DARE YOU

PLEASE EXPLAIN

WE JUST WANTED TO MEDITATE

fyi, please cancel river dale"
vamer freddy,2021-07-23 12:47:36-07:00,4,0,Bring back yo Kai watch,Pls bring it back
Ya'shera,2021-07-23 11:50:21-07:00,4,0,Why?,"Could you please stop removing movies/shows, like people think I’m lying when I watched something on Netflix and then they try and it’s not there. I was in the middle of a movie called My babysitter is a Vampire now I can’t watch the rest because it’s not there"
bose barry,2021-07-23 11:18:42-07:00,1,0,Woke and gross,Woke till you’re broke!
nsdjdh,2021-07-23 09:34:04-07:00,5,0,Add family guy again,Well my experience with Netflix is great but there is the family guy show that I really wish Netflix can add back I hope I can be added back because I’m tired of watching it on YouTube or other websites!
Romanski04,2021-07-23 09:12:27-07:00,3,0,Issue with Downloads,"I’m having an issue with my downloads, where if I double tap to rewind a part of the episode too fast multiple times, it will play a second of that part, and then the screen would be black and would not allow me to watch any of the episode anymore, if I exit refresh the app and try again, I’m left at the area with pitch black and the download is now ruined, so now I have to redownload it because of an issue that shouldn’t exist. I can still tap and hold the button to see through the timeline and I get the little picture that changes as I hold it through different parts of the episode, which I’m assuming means it’s still downloaded.
So why does double tapping backwards to rewind quickly, completely paralyze my downloaded episode? Please fix this, I’ve ran into this issue more times than I’d like."
SPOODERKID,2021-07-23 08:26:40-07:00,3,0,Please add more anime,"Ok so I love the app,I like watching  demon slayer and stuff like that but I really wish anime series and movies like My hero academia,the demon slayer movie  and daganronpa the animation. Those are things I think would be nice to have on Netflix"
El internado,2021-07-22 23:55:36-07:00,1,1,PUT BACK BUNGUO STRAY DOGS,ADD BACK BUNGUO STRAY DOGS😭😭🔪🔪🔪🔪DO IT ADD IT BACCK😭😭😭😭😭😭😭👏😭😭😭😭😭😭😭😭😭😭😭😭
Zen free,2021-07-22 22:20:56-07:00,1,0,Downloads shouldn’t be there if it doesn’t work,"The download function doesn’t work, if you download something on wifi it wont be there as soon as you switch to data or airplane mode"
Elliana Verdugo,2021-07-22 21:22:41-07:00,3,0,Naruto Shippuden,I like this app and all but i hate that naruto shippuden is not on here i hate sub(ᗒᗣᗕ)so please put it in dub too♡´･ᴗ･`♡
Choco1212Leah,2021-07-22 21:11:54-07:00,4,0,Show,Miraculous LadyBug Season 4 I’ll Give 5 Stars.
Cinbad3178,2021-07-22 20:35:12-07:00,2,0,Consistent Sign-in,"While I’m a Netflix fan an usually watch it on my TV, sometimes I like to stream on my phone. Only problem is every time I click on Netflix for iPhone to start it up, it always asks me to sign in again. Irritating, to say the least, but tolerable. When a prompt pops up and tells me I’m unable to stream a certain show for multiple reasons on my phone (but I just got finished an episode of the same program on the TV), then I’m annoyed. When I consistently get kicked out after watching for a period of time…over it. 

Please fix these silly snd simple issues."
skylar ponder 92345,2021-07-22 20:28:05-07:00,4,0,Hi people,Um when I try to go on to Netflix and go to my profile it says you’re profile is not working right now try again later it use to be working so good 😊 now it does not I have to watch Hulu or Disney+ and if I want to whach Netflix I have to whatch it on tv
phantom my dude,2021-07-22 19:23:15-07:00,4,0,Netflix issues,The shows and movies are great and I enjoy them but you guys do remove a lot of shows and movies that I also loved. And I’m not sure if I’m the only one who has this problem but whenever I watch a new show it won’t save the episode that I was on. However it’s only when it’s in the continue watching for (My Name) section. Also it doesn’t have the red line whenever I finish a episode and it confuses me if I was on that episode or another. I hope Netflix see this and fix the issue.
xx.yktv.julia.xx~Insta😭〽️,2021-07-22 18:04:53-07:00,5,0,PLEASE ADD MAZE RUNNER,If you added the maze Runner series to Netflix I’m sure millions of fans would love you forever it’s such a good series to add on and would bring tons of people to buy new Netflix subscriptions.
bagusindraa,2021-07-22 13:35:53-07:00,1,0,Error AVF 11800 OS16041,"I downloaded a movie to watch it offline, because I’m going off the grid. In the middle of watching, Netflix showing error AVF 11800; OS 16041. After I Google it, it suggests me to re-download the movie. Seriously, Netflix????? I never had this issue with Amazon Prime, I guess they’re just much better."
neflixwachter,2021-07-22 12:06:42-07:00,5,0,nice,I love Netflix adiccting dude it’s like if u on a plane you can download stuff with 0000 internet it is awesome app I love it!😍🥰😇😃😀
PennyWest,2021-07-22 11:33:07-07:00,1,0,i hate netflix,you take off all the best shows and your anime selection is not nearly as good as hulu's or hbo max's . also i don't think you guys have like any studio ghibli movies? like ok? you should do a crunchy roll or funimation collab. people would love that.
ajakqmalanyshaeon,2021-07-22 11:00:43-07:00,5,0,TEEN WOLF,Can you please add Teen Wolf back to U.S Netflix pretty please with a cherry on top and also Sing
Redm3900,2021-07-22 03:33:05-07:00,1,0,What I watch goes to different profile,I have a family Netflix account with multiple profiles. And to one of the profiles it’s getting the stuff that I watch or everyone else might end up there. And that information won’t count for me watching it.
Netflix8373,2021-07-22 02:17:00-07:00,4,0,Ravens home,I love Netflix but it would’ve been better if ravens home was back in Netflix and then I would but five stars for Netflix
